Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/commit/4c2d5e419837fb93c3c4eabc810e2506d6181930,4c2d5e419837fb93c3c4eabc810e2506d6181930,Add battery saves to known extensions,commit_message
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/commit/c80fbd7d477d698dcef041710a5bc7423a60fb54,c80fbd7d477d698dcef041710a5bc7423a60fb54,Add ability to share games and battery and pv saves,commit_message
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/commit/12dc755f66c358a2c2034d1b2ec9854365a4adcc,12dc755f66c358a2c2034d1b2ec9854365a4adcc,"Fixed up the shader code that the mupen rice plugin generates for GLES to get rid of compile errors on iOS devices. Simplified the PVRenderDelegate. Wrapped the buffer swapping in PVEmulatorCore in an if statement to check whether it's double buffered since it should only be doing those swaps and locks in that case (cores that render to OpenGL will not be considered double-buffered). Fixed up the mupen video plugin loading code so that it works on my Apple TV and I assume other real devices. Mupen now renders into a 1024x512 texture (must be a power of two) using a 640x480 viewport. The render thread, through the use of its PVRenderDelegate implementation, takes care of setting up the render to texture and double-buffering it. Updated the drawInRect function to handle drawing from the render-to-texture result.",commit_message
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/956,956,"The importer doesn't understand battery saves and save state files nor is there metadata to help with the proper import, so this is a feature request more so than a bug since it's not expected or documented to work in the manner stated in this ticket",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/940,940,"You can find the battery save and copy it over the battery save for the sequel.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/717,717,"This should cut down on user error with people using only save states as their only save(especially auto-save only - not smart), and not battery saves, especially on games that have a ""Point of No Return"" in where it loads, like some Pokémon game @jasarien mentioned, and otherwise just a handy feature I think is good anyway.…",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/706,706,"It appears the reason I couldn't do anything in these two games specifically was because only the start button could access the menu. Since I was stuck on the title screen, that gave me the impression that none of the buttons were working. I realized it because this problem is consistent across ALL PSX games, though only when the controller is connected; the ""P1 Start"" and ""P1 Select"" options in the menu do nothing as well with the controller attached. I didn't notice before because the menu by itself is adequate for pausing in most games, but with games such as Brave Fencer Musashi, where the Start and Select buttons have a vital role in gameplay (the item menu and restoring energy, respectively), this is a serious problem.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/694,694,"    - Lib retro fork. May or may not have useable additions. They focus on lower power and portable devices so at least worth keeping an eye on for patches.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/687,687,"Wither either structure I'm preposing changing the way battery and save states are stored for a few reasons.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/679,679,"While it would be pretty awesome to have an arduino powered forwarder that would allow any controller to work, I wouldn’t expect many people to actually make that much effort. 😬",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/668,668,"What device are you using (iPhone, iPad, Apple TV) and what model or generation is it? Also what system are you trying to emulate with it? My iPhone 6 with it's old battery had a real hard time with PSX ROMs stuttering for instance. On an iPhone X now and all runs great. iPad Pro 10.5” also running fast and so is AppleTV 4K for me.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/649,649,"0x1917b1000 - 0x1917b1fff libenergytrace.dylib arm64  <6ec005a9a0a931da96fff946b027ca37> /usr/lib/libenergytrace.dylib",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/599,599,I get an issues like this and this was due to a low battery level + a long distance from the Apple TV. try to make a full charge of the Nimbus and play closer if the issues continue.,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/569,569,- Investigate possibility to leave web UI running (at least on ATV since battery isn't a concern) if CPU usage is near 0 when no clients are connected.,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/552,552,"Save states are volatile and shouldn't be relied upon for long-term saving and shouldn't be the primary save you use. If we ever update the emulator core for that system, there is a chance that the save state format or memory map of the emulator may change, rendering save states from the older version useless (whereas the battery saves will still be fully compatible).",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/541,541,"For those os us w/o an iCade or Mfi controller, I'd love to see support for using Apple's Lightning Camera Kit (USB) as an option for USB controller support.  On a non-jailbroken iOS device, and side loading Provenance, I don't know of any reason this shouldn't be possible.  For example, one could use a USB Retro link controller, or what I'd really like to see, support for the Wii U pro controller.  (Which does(!) operate as a USB device if the battery is removed).  ",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/540,540,"I cannot save game battery and game states in Kirby Super Deluxe, Hoshi no Kirby Super Star (both Roms of no-intro).",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/526,526,"5) Multi touch support for all on screen buttons. Others have pointed out that certain games, such as Zelda Link's Awakening, requires Start+Select+B+A for battery saves and currently this is not possible as Start and Select are not registering as two separate buttons when both pressed at the same time. It may help to separate them and make them slightly larger. Perhaps placing Start in the bottom right corner, under the face buttons, and Select in the bottom left, under the Dpad?",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/500,500,"1 - Needed to plug in the appleTV and power it, I wasn't sure if it would use bus power or not",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/495,495,"Apart from having access to UIDocumentPickerViewController we could also finally add synching via iCloud. Users will have to do a couple of more steps, in order to compile Provenance but will largely benefit of this. I would love to see Provenance become even more powerful by adding these features.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/407,407,"I might be wrong,but is the Builds.io version outdated? It's currently my only option for emulating Sega Genesis because my phone is non-jailbroken. If it is outdated,could you upload the updated version? (If you have that kind of power on there)",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/401,401,Sega CD battery saves do not show up in web server,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/392,392,0x18407c000 - 0x18407cfff   libenergytrace.dylib arm64  <c4ee08bffdfc3ce0990c1fbeb858f9dc> /usr/lib/libenergytrace.dylib,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/330,330,"Not sure this is an active bug on recent builds. I went ahead and tested all the Sonic games running turbo on Fast, that little bastard flies. No crashes on swift builds in dev branches, Tested on an iPhone X and an iPhine that has an old battery (so.. throttled slow). Gonna close this unless it resurfaced on subsequent releases.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/311,311,Are battery saves still working for you?  I am experiencing the above issue and battery saves don't seem to be working.,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/277,277,"There might be a better implementation that may allow GBA to fast forward without losing sync, but I fear it wouldn't do your battery any good. ",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/264,264,"If you shift the game to the border, you can use the space for quick load/save, battery bar, time and social sharing.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/262,262,![logitech_powershell_1280](https://cloud.githubusercontent.com/assets/3578378/14361453/31e83274-fcfb-11e5-9460-ab1c3515d8ed.png),Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/251,251,"I realise OpenEmu is running on a Mac, and so has power to burn, but would it be possible to replicate any CRT style effects in Provenance? Crisp and blocky is nice, but fuzzy, glowy, scan line covered CRT is proper old school.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/250,250,"For a future version, could support be added for PC Engine and PC Engine Super CD-ROM games? It's an under appreciated system, but was amazingly powerful for its time, and it also has one of the best Castlevania games ever written.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/243,243,@jaysue21 battery saves (native saves) only get commited when you exit the game through the menu. If you exit by going to the Apple TV home screen it won't commit your save.,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/228,228,"@oldschoolv I wouldn't recommend the keyboard mode, many games won't work well, as it doesn't support _holding_(running, jumping, charging power, megabuster, etc) a button as the iCade mode does. There could be workarounds, but IMO they wouldn't work well.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/193,193,"Using Save States can possibly interfere with game saves (also known as Battery Saves, since the original cartridges used to have battery powered memory chips). When you make a Save State, the state of the console's memory is dumped to a file, exactly as it was at that point in time.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/182,182,The devices all have the power to run dolphin and could do it smoothly but the draw back of dolphin is it requires 16 gb of virtual memory at startup ( it requires very little to run but for startup is very intensive ) IOS only allows you to allocate 2 gb of data at startup. ,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/174,174,A way to import battery saves is planned for a future version. ,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/143,143,Is anyone working on using iCloud to save the battery states / save states such that you can move between devices easier?,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/58,58,I hope this happens one day. It's my most wanted feature. Maybe the new 6S and 6S Plus have enough power in them to run things better. ,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/54,54,"That's the one I'd love to see not sure of performance impact though. however ios devices are a lot more powerful than they used to be, you could possibly add such a filter with device restriction or at very least warning that they probably shouldn't be enabled on weaker devices.",Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/26,26,it's because there's only support for extended controllers in the method that sets up all the controller handlers. the logitech powershell is not an extended controller.,Issue
Provenance-Emu,Provenance,https://github.com/Provenance-Emu/Provenance/issues/1,1,FYI - I've created a [branch](https://github.com/jdelman/Provenance/tree/cloudkit-saves) with limited (but working) _battery save_ (not state save) support using CloudKit. It allows you to copy saves to and from CloudKit manually - there's no automatic syncing. See https://github.com/jdelman/Provenance/tree/cloudkit-saves.,Issue
lazerwalker,cortado,https://github.com/lazerwalker/cortado/issues/10,10,"I personally stopped using URL schemas after iOS 8, I prefer tapping on share sheet. It is very powerful and can do almost anything. I have Workflow app installed, never used it once.",Issue
lazerwalker,cortado,https://github.com/lazerwalker/cortado/issues/1,1,"You talk a bit about the power of prompting the user when they're near a location so I'm curious about your experience with your setup. It looks like you're fetching venues around the user with the coffee category (not starbucks!), then setting local notifications for those coordinates.",Issue
macoscope,GrandCentralBoard,https://github.com/macoscope/GrandCentralBoard/pull/37,37,"> In the right hands, the functions of <objc/runtime.h> have the potential to add powerful new behavior to an application or framework, in ways that would otherwise not be possible. In the wrong hands, it drains the proverbial sanity meter of the code, and everything it may interact with (with terrifying side-effects).",PullRequest
macoscope,GrandCentralBoard,https://github.com/macoscope/GrandCentralBoard/pull/2,2,"Example: Electric energy used (in the office) is cumulative, current temperature is momentary.",PullRequest
coolioxlr,watchOS-2-heartrate,https://github.com/coolioxlr/watchOS-2-heartrate/issues/11,11,as sample. Only difference is I query the heartrate and Apple's example query active energy.,Issue
coolioxlr,watchOS-2-heartrate,https://github.com/coolioxlr/watchOS-2-heartrate/issues/4,4,"The sensor doesn't turn off when I exit my app and it will cause battery to drain, so i have to stop the workout session in the didDeactivate method. So when I open the app it will start again in willActivate. Is this the correct implementation?",Issue
opensourceios,PhoneBattery,https://github.com/opensourceios/PhoneBattery/commit/81b9d3aa09a627fef676828fffd12d320a610398,81b9d3aa09a627fef676828fffd12d320a610398,Added a class for simple battery information tasks.,commit_message
opensourceios,PhoneBattery,https://github.com/opensourceios/PhoneBattery/commit/85f6eb67b61615e91dbcaa000865ea8a398901a4,85f6eb67b61615e91dbcaa000865ea8a398901a4,New icons and a shorter German string for the remaining battery state.,commit_message
brave,browser-ios,https://github.com/brave/browser-ios/issues/1391,1391,"Each mobile device or computer will have the power to delete other devices in the sync chain.",Issue
brave,browser-ios,https://github.com/brave/browser-ios/issues/555,555,">I love the browser, but the battery consumption is awful. The battery life of my iPhone SE drops significantly any time I use this browser.",Issue
brave,browser-ios,https://github.com/brave/browser-ios/pull/1321,1321,"Two other easy things to gather are battery level and language settings, I skipped them because they are not present in current github issue template.",PullRequest
brave,browser-ios,https://github.com/brave/browser-ios/pull/10,10,"On another branch 'fighting-carthage' I attempted to do a full cleanup of the build system, and ended up blocked on carthage problems that I don't understand. Basically carthage (and cocoapods [which I have tried to use in the past]) are not intended for power users and are designed around very fixed concepts of project structure, and also try to be user-friendly and pull setup information from the xcode schemes. If one adds a build scheme, they must re-run carthage to inform it of this.",PullRequest
mozilla-mobile,firefox-ios,https://github.com/mozilla-mobile/firefox-ios/issues/3961,3961,"Interesting, agreed blur effects can sometimes impact performance. Do you have a profile that shows an impact from this? There is a lot of heavy DB code in the table views that is our critical path CPU-wise, and IIRC we do lots of on-demand image resizing (which I see on CPU profile, not GPU) which is a heavyweight rendering operation. Changing this alpha might not make a measurable impact on CPU perf, maybe it saves some power demand on the GPU though. Some of the apple docs on rendering perf are based on older GPUs, or for code to support older GPU (typically 32-bit devices), 64-bit devices all have GPUs that can handle blur quite well.",Issue
mozilla-mobile,firefox-ios,https://github.com/mozilla-mobile/firefox-ios/issues/2248,2248,"Sorry for my poor English and slow type speed。I once to try to write one like UC https://itunes.apple.com/us/app/uc-browser-fast-browsing-powerful/id1048518592?mt=8 It has the best user experience of the tab tray。But i fail ， it is too hard  for me to implement that。Really hope you can download and see。",Issue
