brave,browser-ios,https://github.com/brave/browser-ios/issues/1391,1391,"Each mobile device or computer will have the power to delete other devices in the sync chain.",pull_request
brave,browser-ios,https://github.com/brave/browser-ios/issues/555,555,">I love the browser, but the battery consumption is awful. The battery life of my iPhone SE drops significantly any time I use this browser.",pull_request
chrisballinger,BLEMeshChat,https://github.com/chrisballinger/BLEMeshChat/issues/3,3,"Telehash v2 was heavily DHT-oriented, and I eventually came to the conclusion that live mesh maintenance on a mobile device (e.g. over LTE) is just not practical from a battery usage standpoint.  (See: http://cafbit.com/entry/battery_cost_of_periodic_mobile )  I think this became a point of discouragement for my Android-centric Java implementation of v2.  A future v3 implementation may make a lot more sense.",pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/959,959,"It is because of your vision and skill that ChatSecure exists, regardless of the individual preexisting libraries included within the end product. While I and, I’m sure, others are absolutely grateful that such tools are available via solid copyleft licensing such as the Free Software Foundation provides through its sister-site `Gnu.org`, it is people such as @chrisballinger who are continuing to push the envelope to ensure that privacy remains a fundamental human right, regardless of any centralised powers’ attempts at seeing it wiped from our collective memories.",pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/782,782,but it's non-deterministic and depends on some secret iOS battery algorithm.,pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/770,770,"- IPhone SE with latest iOS. Low battery mode off, all is ON in General Settings > ChatSecure.",pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/740,740,"- I know so far only one reason: the iphone is in some energy saving mode. What else if it's not that?",pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/727,727,"The pubsub server has been having some uptime issues, which may have been the problem you saw. At some point yesterday the server became unresponsive and then was power cycled.",pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/557,557,"Pushes are not 100% reliable because we rely on background fetch, which is throttled by the OS in low battery situations or when background fetch is turned off.",pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/538,538,(Gajim also support encrypted HTTP upload and download. And ChatSecure/Gajim/Conversations can and should be powerful allies),pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/533,533,"The push notification class we are using (content-available) are not entirely reliable 100% of the time because they are designed to be used with updating content in the background like download a podcast or whatnot, so they can be throttled or not delivered. IIRC they don't work in low power mode either.",pull_request
ChatSecure,ChatSecure-iOS,https://github.com/ChatSecure/ChatSecure-iOS/issues/487,487,"Because we rely on `content-available` there are circumstances where the push will never be received, or delayed/throttled for battery purposes. The only way to truly fix this is to add VoIP support so we can use PushKit's high priority background pushes like Signal/WhatsApp.",pull_request
colloquy,colloquy,https://github.com/colloquy/colloquy/commit/b18902876e5b448023899f937b13d6269dc23cae,b18902876e5b448023899f937b13d6269dc23cae,Prevent idle sleep when plugged in to power.,commit_message
colloquy,colloquy,https://github.com/colloquy/colloquy/commit/2054339fb1e5e0b6294230efb0a48d152c189f11,2054339fb1e5e0b6294230efb0a48d152c189f11,International URLs match now. Run Configure.command again to get the new AGRegex framework powered by PCRE 5.0.,commit_message
colloquy,colloquy,https://github.com/colloquy/colloquy/commit/5476c9cb947978623f4f292bdf521820fa2bb9af,5476c9cb947978623f4f292bdf521820fa2bb9af,"Customization changes to have more power, allowing multiple CSS selectors and properties to be modified with one GUI change (groupings). Colors can be inserted in complex CSS properties, like ""border-bottom: 1px #ffeecc dotted"". Drawer now looks like other drawers. More style options added to built-in styles.",commit_message
colloquy,colloquy,https://github.com/colloquy/colloquy/commit/c01bb0221837fe939ea2f427d88c90a002fe419d,c01bb0221837fe939ea2f427d88c90a002fe419d,the start... more can be done to make to more powerful. Only Colors and,commit_message
colloquy,colloquy,https://github.com/colloquy/colloquy/commit/79cc367d2ea3acca430583cb85f08a37274b847a,79cc367d2ea3acca430583cb85f08a37274b847a,"""with great power, comes great responsibility""",commit_message
colloquy,colloquy,https://github.com/colloquy/colloquy/commit/36394573566acbf7f70d9186b1e4e27adb91f9bb,36394573566acbf7f70d9186b1e4e27adb91f9bb,Changes to MVTextView to be more powerful with less methods. Affected delegates.,commit_message
colloquy,colloquy,https://github.com/colloquy/colloquy/issues/835,835,"I see same behavior on a Dual G4 1.25GHz powermac desktop.  Running on 10.4.5 and 10.4.6 (as upgraded last night).  The console log for the IRC server shows the messages coming in, but they don't appear on the chat windows.",pull_request
colloquy,colloquy,https://github.com/colloquy/colloquy/issues/815,815,Maybe a more powerful version would also have the option of converting other IRC characters (eg. ctrl-b) into HTML compatible text (<b></b>),pull_request
colloquy,colloquy,https://github.com/colloquy/colloquy/issues/619,619,"I'm guessing that this wouldn't be too hard a thing to add, and might be an ineligant way of adding power with least effort - at least while better ways are being developed. I hope you can find a way to fit it into the general structure of your dictionary grammar and syntax.",pull_request
colloquy,colloquy,https://github.com/colloquy/colloquy/issues/535,535,"   [16:10] nightstalker: xenon: like the ""you are running out of battery"" dialog magically disappears as soon as i plugin the power connector, would it be possible to change the ""xy wants to send you a file"" dialog to something like ""HAA HAA xy wanted to send you all of his pr0n but you missed it"" when the other party cancelled the transmit?[[BR]]",pull_request
mumble-voip,mumble-iphoneos,https://github.com/mumble-voip/mumble-iphoneos/commit/dd84ea508f32684e1fb4d0b6fa552ca3ca6540f0,dd84ea508f32684e1fb4d0b6fa552ca3ca6540f0,Add LAN server list (Bonjour-powered).,commit_message
mumble-voip,mumble-iphoneos,https://github.com/mumble-voip/mumble-iphoneos/issues/76,76,"Unfortunately, it seems the mumble project is lacking in manpower for",pull_request
RocketChat,Rocket.Chat.iOS,https://github.com/RocketChat/Rocket.Chat.iOS/issues/1226,1226,"There is also [Macaw](https://github.com/exyte/Macaw) that supports SVG (and animations) but maybe it's too ""powerful"" just for loading SVG images? Although we could add some awesome animations with that to make Rocket.Chat (unless we do not want such ""eye catching features""?) - ie. could use [this](https://camo.githubusercontent.com/2b8539b723cd7c9135fa5e549c13ad5a1873622f/687474703a2f2f692e696d6775722e636f6d2f6f3674424b57362e676966) for brush settings in #825 ",pull_request
signalapp,Signal-iOS,https://github.com/signalapp/Signal-iOS/commit/f171c564886f709f718c1561664c3c4849c952ca,f171c564886f709f718c1561664c3c4849c952ca,"(64bit && >=iOS9), should help performance (battery and rendering",commit_message
signalapp,Signal-iOS,https://github.com/signalapp/Signal-iOS/commit/e3eca4db7b6a4d70723d1e21b7c4ee4b2a46563e,e3eca4db7b6a4d70723d1e21b7c4ee4b2a46563e,stop videoCapture until video track is enabled to save some battery,commit_message
